STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/21/2018,44,55,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/22/2018,46,51,39
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/23/2018,48,62,39
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/24/2018,42,44,27
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/25/2018,29,36,23
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/26/2018,31,40,20
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/27/2018,40,57,28
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/28/2018,51,54,42
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/29/2018,42,45,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/30/2018,34,37,24
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/31/2018,25,33,17
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/1/2018,36,45,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/2/2018,33,41,17
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/3/2018,22,32,14
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/4/2018,33,41,29
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/5/2018,36,41,24
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/6/2018,30,38,24
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/7/2018,33,45,24
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/8/2018,32,35,24
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/9/2018,29,36,22
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/10/2018,40,47,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/11/2018,48,64,45
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/12/2018,51,64,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/13/2018,33,38,26
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/14/2018,40,55,33
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/15/2018,50,60,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/16/2018,56,59,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/17/2018,35,39,25
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/18/2018,37,46,33
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/19/2018,41,49,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/20/2018,53,69,46
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/21/2018,66,80,56
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/22/2018,50,59,37
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/23/2018,39,41,37
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/24/2018,46,56,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/25/2018,44,44,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/26/2018,46,54,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/27/2018,47,59,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/28/2018,48,62,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/1/2018,54,61,46
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/2/2018,41,46,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/3/2018,40,48,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/4/2018,42,47,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/5/2018,38,46,33
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/6/2018,38,47,29
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/7/2018,36,40,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/8/2018,36,40,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/9/2018,35,43,29
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/10/2018,36,43,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/11/2018,38,47,30
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/12/2018,38,45,30
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/13/2018,37,43,33
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/14/2018,36,43,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/15/2018,38,50,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/16/2018,37,44,30
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/17/2018,37,51,27
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/18/2018,38,46,30
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/19/2018,39,48,29
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/20/2018,35,40,30
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/21/2018,35,40,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/22/2018,39,51,33
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/23/2018,43,52,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/24/2018,43,52,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/25/2018,39,46,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/26/2018,39,48,29
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/27/2018,38,43,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/28/2018,43,51,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/29/2018,49,51,46
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/30/2018,52,62,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",3/31/2018,47,58,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/1/2018,51,63,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/2/2018,39,45,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/3/2018,39,43,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/4/2018,46,57,39
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/5/2018,41,48,33
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/6/2018,44,64,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/7/2018,47,49,37
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/8/2018,39,48,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/9/2018,39,50,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/10/2018,43,52,37
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/11/2018,43,54,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/12/2018,49,62,42
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/13/2018,68,84,58
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/14/2018,70,81,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/15/2018,45,45,39
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/16/2018,47,61,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/17/2018,45,49,39
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/18/2018,45,55,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/19/2018,46,49,37
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/20/2018,44,53,37
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/21/2018,49,64,37
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/22/2018,56,68,42
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/23/2018,54,65,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/24/2018,54,64,47
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/25/2018,56,58,53
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/26/2018,60,70,55
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/27/2018,57,60,50
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/28/2018,56,66,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/29/2018,54,61,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",4/30/2018,49,54,46
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/1/2018,60,83,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/2/2018,75,90,56
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/3/2018,81,94,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/4/2018,77,88,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/5/2018,72,76,62
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/6/2018,65,67,59
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/7/2018,63,75,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/8/2018,61,70,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/9/2018,62,76,53
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/10/2018,58,68,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/11/2018,66,75,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/12/2018,60,64,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/13/2018,53,54,51
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/14/2018,57,70,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/15/2018,71,92,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/16/2018,64,67,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/17/2018,61,72,56
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/18/2018,65,66,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/19/2018,55,57,51
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/20/2018,67,85,56
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/21/2018,69,78,58
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/22/2018,63,67,58
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/23/2018,67,82,58
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/24/2018,75,85,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/25/2018,76,88,60
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/26/2018,81,92,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/27/2018,69,78,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/28/2018,61,71,56
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/29/2018,73,89,63
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/30/2018,70,74,58
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/31/2018,65,68,63
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/1/2018,69,82,63
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/2/2018,77,87,68
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/3/2018,65,69,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/4/2018,59,72,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/5/2018,67,77,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/6/2018,65,71,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/7/2018,64,70,60
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/8/2018,69,85,56
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/9/2018,75,83,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/10/2018,69,73,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/11/2018,63,71,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/12/2018,65,75,54
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/13/2018,69,80,62
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/14/2018,76,87,65
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/15/2018,73,81,64
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/16/2018,74,87,59
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/17/2018,78,91,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/18/2018,83,96,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/19/2018,82,90,74
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/20/2018,77,86,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/21/2018,75,87,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/22/2018,72,74,63
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/23/2018,66,69,64
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/24/2018,74,89,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/25/2018,76,84,65
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/26/2018,71,77,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/27/2018,70,75,63
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/28/2018,76,88,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/29/2018,81,93,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/30/2018,85,96,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/1/2018,88,98,77
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/2/2018,87,96,75
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/3/2018,83,94,77
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/4/2018,81,89,76
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/5/2018,81,91,75
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/6/2018,80,84,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/7/2018,71,77,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/8/2018,72,84,60
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/9/2018,77,91,63
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/10/2018,82,96,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/11/2018,83,89,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/12/2018,77,86,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/13/2018,77,86,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/14/2018,80,93,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/15/2018,77,86,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/16/2018,82,94,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/17/2018,81,93,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/18/2018,77,88,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/19/2018,75,83,62
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/20/2018,75,82,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/21/2018,73,77,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/22/2018,74,81,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/23/2018,76,83,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/24/2018,78,83,74
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/25/2018,75,79,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/26/2018,76,88,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/27/2018,79,89,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/28/2018,76,88,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/29/2018,78,85,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/30/2018,76,81,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/31/2018,74,82,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/1/2018,79,89,75
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/2/2018,82,88,75
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/3/2018,78,87,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/4/2018,79,89,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/5/2018,83,94,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/6/2018,85,95,75
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/7/2018,84,93,76
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/8/2018,82,94,75
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/9/2018,83,91,76
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/10/2018,82,91,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/11/2018,76,80,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/12/2018,76,85,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/13/2018,74,77,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/14/2018,73,83,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/15/2018,77,90,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/16/2018,83,92,73
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/17/2018,84,90,73
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/18/2018,80,90,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/19/2018,71,73,68
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/20/2018,72,75,68
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/21/2018,72,77,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/22/2018,77,86,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/23/2018,74,81,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/24/2018,74,85,63
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/25/2018,74,80,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/26/2018,76,87,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/27/2018,81,92,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/28/2018,86,96,76
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/29/2018,88,96,78
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/30/2018,86,92,77
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/31/2018,77,79,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/1/2018,73,78,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/2/2018,75,82,68
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/3/2018,83,95,76
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/4/2018,86,95,78
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/5/2018,84,91,78
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/6/2018,85,98,76
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/7/2018,76,79,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/8/2018,70,72,59
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/9/2018,59,61,56
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/10/2018,59,63,55
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/11/2018,65,76,58
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/12/2018,74,79,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/13/2018,73,77,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/14/2018,72,76,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/15/2018,73,81,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/16/2018,74,84,64
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/17/2018,73,79,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/18/2018,76,81,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/19/2018,75,83,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/20/2018,69,74,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/21/2018,70,74,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/22/2018,71,75,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/23/2018,62,66,58
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/24/2018,63,71,56
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/25/2018,65,75,59
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/26/2018,76,84,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/27/2018,69,74,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/28/2018,62,65,55
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/29/2018,64,76,53
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/30/2018,62,70,53
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/1/2018,68,79,59
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/2/2018,72,79,64
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/3/2018,69,76,60
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/4/2018,67,79,58
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/5/2018,68,71,59
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/6/2018,65,67,63
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/7/2018,71,82,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/8/2018,69,71,64
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/9/2018,70,78,65
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/10/2018,73,81,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/11/2018,73,81,68
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/12/2018,63,68,51
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/13/2018,52,59,47
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/14/2018,51,58,43
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/15/2018,58,68,53
